,site,date,stars,title,text,location
97,www.godaddy.com,2023-01-14T08:08:39.000Z,5,Hector was very patient and extremely…,Hector was very patient and extremely knowledgeable in navigating me on my MAC computer. He helped solve some my email issues.,US
98,www.godaddy.com,2023-01-13T22:38:28.000Z,5,Jeric was kind,"Jeric was kind, helpful and very understanding of my situation.  He was able to remedy my problem quickly. I am very grateful.",US
99,www.godaddy.com,2023-01-14T09:30:31.000Z,5,SUPER GOOD CUSTOMER SERVICE,"The tech person, Dave, was friendly, professional, caring, resourceful, practical, and patient. What more could a guy ask for?",US
100,www.godaddy.com,2023-01-12T00:02:44.000Z,5,¡Excellent customer service!,"¡Excellent customer service! Their service is fast, easy, personalized and empathetic. GoDaddy takes the time to understand the needs of a unique customer base.",ES
101,www.godaddy.com,2023-01-12T16:57:25.000Z,5,I am not digitally literate,"I am not digitally literate, which cause me issue when getting my website done. Not being able to move forward on my goals can create hardship because I can handle other aspects of my life independently, not so much with technology. When I have to rely on others to obtain a goal, and I can not reach them, it is brutal, and I lose the will to live because I feel like I will never succeed. With Godaddy, I never worry about that; just like 911, there is always someone there ready to walk me through what I need to do to get me back on track. The value of this simple customer service step can not be stressed enough. I also feel like the Godaddy staff are lovely and patient and make all efforts to figure out how they can help me. My experience over the last 12+ years with them has not been perfect (nothing ever is) but knowing that they are a call away from solving my technical issue is the difference between me succeeding. I am always going to be grateful to the staff at Godaddy!!",CA
102,www.godaddy.com,2023-01-14T00:25:31.000Z,5,great experience with the agent. awesome,"great experience with the agent. She was very patient, knowledgable, friendly absolutely a great experince. I loved it",CA
103,www.godaddy.com,2023-01-11T22:11:56.000Z,5,Great customer service and products,"Great customer service and products!  Renewals are easy, and they provide great products for firewalls and marketing assistance beyond just domain names.",US
104,www.godaddy.com,2023-01-12T18:38:44.000Z,5,I’ve been a customer for many years and…,"I’ve been a customer for many years and have always been happy with the products, ease of use and helpful, honest customer service.",US
105,www.godaddy.com,2023-01-13T07:41:14.000Z,5,Tech support xlnt,"Tech support were, once again, very knowledgeable, patient, logical and obviously well trained. Personable and proactive service.",AU
106,www.godaddy.com,2023-01-11T23:51:35.000Z,5,They have excellent customer support,They have excellent customer support! Especially Diego who went well beyond the confounds of his job description to help me get set up and running!,CA
107,www.godaddy.com,2023-01-13T00:24:51.000Z,5,The tech support engineer knew exactly…,"The tech support engineer knew exactly how to fix the problem, and after I wait till 24 hours have passed the fix will be done.",US
108,www.godaddy.com,2023-01-13T23:27:27.000Z,5,Real Customer Service!,Real Customer Service! I appreciate that GoDaddy has actual CS reps who answer the phone and solve problems!,US
109,www.godaddy.com,2023-01-12T19:39:45.000Z,5,Resolving SPAM issue,"The customer service provided has been excellent. The representative, Samantha, was professional thorough and knowledgeable.",US
110,www.godaddy.com,2023-01-12T18:59:51.000Z,5,Talking to Scott was great,"Talking to Scott was great, he took time to understand and help me through what I needed. The ""autobot"" is very hard to use.",US
111,www.godaddy.com,2023-01-12T20:36:08.000Z,4,Very difficult to get to customer…,Very difficult to get to customer service to renew. I tried the other day to get a live person on the line with no success.,US
112,www.godaddy.com,2023-01-14T07:08:43.000Z,5,Billing issue,"The experience was mostly made great by the customer service representative, who was very kind and patient",US
113,www.godaddy.com,2023-01-13T13:19:45.000Z,5,The chap who dealt with my issue was…,The chap who dealt with my issue was amazing and nothing was too much trouble. Can't rate GoDaddy enough.,GB
114,www.godaddy.com,2023-01-11T23:33:56.000Z,5,My call was simply for information…,My call was simply for information gathering and Ty the customer reprsentative that provided the product information today was fantastic!,US
115,www.godaddy.com,2023-01-12T02:44:46.000Z,5,Reynard was great,Reynard was great!  It was hard for me to get to be able to talk to him but once he was on the phone - he made it all very easy. Thanks,US
116,www.godaddy.com,2023-01-12T14:28:08.000Z,5,The customer support team never weeks…,The customer support team never weeks until you are 100% satisfied. Team is extremely professional and knowledgeable!,JM
117,www.godaddy.com,2023-01-14T00:29:43.000Z,1,The WORST hosting/registrar company out there,"Please please STAY AWAY from GoDaddy. I'm actually sad at the amount of ads I see on TV and other places for their services—and how many people get trapped into their plans. Not only have I seen ridiculous prices in the past for what's included in the plans, but their server speed and WordPress performance is TERRIBLE. I've been a web designer for 7+ years, and GoDaddy has singlehandedly been the absolute worst and slowest host to deal with.  My clients have constantly had issues pop up with their WordPress website, and it's extremely annoying that they ban certain plugins from getting installed to your website. For example, you can't install most backup, caching, and security WordPress plugins due to ""compatibility"" issues with their network. (I've never seen this issue with other hosts.)  Not only this, but their support system is awful. Though they have some friendly representatives, it's extremely hard to get a hold of them. Most times I've reached out to them, I was put on a 30-minute hold, and usually the request goes through many people before they even get to it. The live chat function doesn't work. The ""texting"" SMS support never gets back to me. Do yourself a favor and stay FAR away!",US
